filename,img_h,img_w,x,y,w,h,chars,in_table,label,above_1,between,below_2
inv-0018,2339,1653,1185,388,67,17,2,False,misc,False,False,False
inv-0018,2339,1653,136,420,746,37,30,False,doc_id,False,True,False
inv-0018,2339,1653,1204,415,23,14,1,False,misc,False,True,False
inv-0018,2339,1653,133,509,133,24,9,False,info,False,True,False
inv-0018,2339,1653,312,509,1067,27,68,False,info,False,True,False
inv-0018,2339,1653,132,540,686,26,44,False,info,False,True,False
inv-0018,2339,1653,133,594,1220,27,72,False,info,False,True,False
inv-0018,2339,1653,312,626,656,25,42,False,info,False,True,False
inv-0018,2339,1653,132,679,132,20,9,False,info,False,True,False
inv-0018,2339,1653,312,679,394,21,27,False,info,False,True,False
inv-0018,2339,1653,1130,891,78,20,7,False,total,False,False,True
inv-0018,2339,1653,1275,892,128,23,9,False,total,False,False,True
inv-0018,2339,1653,980,926,227,24,14,False,total,False,False,True
inv-0018,2339,1653,1289,927,115,23,8,False,total,False,False,True
inv-0018,2339,1653,1009,960,198,20,14,False,total,False,False,True
inv-0018,2339,1653,1275,962,128,23,9,False,total,False,False,True
inv-0018,2339,1653,132,991,589,27,38,False,verif,False,False,True
inv-0018,2339,1653,131,1025,854,28,53,False,verif,False,False,True
inv-0018,2339,1653,518,1177,55,6,3,False,misc,False,False,True
inv-0018,2339,1653,475,1184,14,8,2,False,misc,False,False,True
inv-0018,2339,1653,585,1185,11,4,1,False,misc,False,False,True
inv-0018,2339,1653,438,1205,10,8,1,False,misc,False,False,True
inv-0018,2339,1653,530,1204,21,4,2,False,misc,False,False,True
inv-0018,2339,1653,621,1202,8,6,1,False,misc,False,False,True
inv-0018,2339,1653,410,1232,6,7,2,False,misc,False,False,True
inv-0018,2339,1653,515,1242,85,17,3,False,misc,False,False,True
inv-0018,2339,1653,665,1245,7,9,1,False,misc,False,False,True
inv-0018,2339,1653,504,1258,3,4,1,False,misc,False,False,True
inv-0018,2339,1653,569,1260,16,12,2,False,misc,False,False,True
inv-0018,2339,1653,678,1266,3,7,1,False,misc,False,False,True
inv-0018,2339,1653,131,1282,183,25,12,False,misc,False,False,True
inv-0018,2339,1653,472,1277,14,33,2,False,misc,False,False,True
inv-0018,2339,1653,533,1274,298,38,19,False,misc,False,False,True
inv-0018,2339,1653,894,1287,131,25,9,False,misc,False,False,True
inv-0018,2339,1653,1148,1276,257,39,15,False,misc,False,False,True
inv-0018,2339,1653,640,1316,55,7,2,False,misc,False,False,True
inv-0018,2339,1653,474,1323,222,35,25,False,misc,False,False,True
inv-0018,2339,1653,554,1362,18,6,2,False,misc,False,False,True
inv-0018,2339,1653,460,1369,4,7,1,False,misc,False,False,True
inv-0018,2339,1653,637,1372,6,11,1,False,misc,False,False,True
inv-0018,2339,1653,576,1400,17,11,3,False,misc,False,False,True
inv-0018,2339,1653,676,1398,7,12,1,False,misc,False,False,True
inv-0018,2339,1653,561,1412,10,10,2,False,misc,False,False,True
inv-0018,2339,1653,669,1413,8,10,1,False,misc,False,False,True
inv-0018,2339,1653,404,1429,3,5,1,False,misc,False,False,True
inv-0018,2339,1653,466,1425,24,10,2,False,misc,False,False,True
inv-0018,2339,1653,544,1436,6,2,1,False,misc,False,False,True
inv-0018,2339,1653,628,1424,43,14,2,False,misc,False,False,True
inv-0018,2339,1653,387,1868,57,7,2,False,misc,False,False,True
inv-0018,2339,1653,32,1978,95,155,5,False,misc,False,False,True
inv-0018,2339,1653,131,1877,459,284,1,False,misc,False,False,True
inv-0018,2339,1653,706,1957,81,172,7,False,misc,False,False,True
inv-0018,2339,1653,733,1955,92,177,6,False,misc,False,False,True
inv-0019,2338,1654,421,81,13,12,2,False,misc,True,False,False
inv-0019,2338,1654,133,119,5,7,1,False,misc,True,False,False
inv-0019,2338,1654,413,119,1,8,1,False,misc,True,False,False
inv-0019,2338,1654,466,471,688,43,24,False,doc_id,False,True,False
inv-0019,2338,1654,91,570,127,23,10,False,info,False,True,False
inv-0019,2338,1654,325,563,1112,28,76,False,info,False,True,False
inv-0019,2338,1654,326,597,378,19,27,False,info,False,True,False
inv-0019,2338,1654,91,665,186,23,15,False,info,False,True,False
inv-0019,2338,1654,325,661,463,25,32,False,info,False,True,False
inv-0019,2338,1654,326,690,797,27,56,False,info,False,True,False
inv-0019,2338,1654,92,756,122,22,9,False,info,False,True,False
inv-0019,2338,1654,326,749,1187,29,81,False,info,False,True,False
inv-0019,2338,1654,326,780,1073,28,76,False,info,False,True,False
inv-0019,2338,1654,1263,966,74,18,7,False,total,False,False,True
inv-0019,2338,1654,1445,965,96,22,7,False,total,False,False,True
inv-0019,2338,1654,1123,998,214,23,13,False,total,False,False,True
inv-0019,2338,1654,1466,998,71,22,6,False,total,False,False,True
inv-0019,2338,1654,1150,1033,187,18,14,False,total,False,False,True
inv-0019,2338,1654,1445,1031,96,22,7,False,total,False,False,True
inv-0019,2338,1654,93,1068,535,26,36,False,verif,False,False,True
inv-0019,2338,1654,94,1103,608,26,40,False,verif,False,False,True
inv-0019,2338,1654,100,1198,643,33,24,False,misc,False,False,True
inv-0019,2338,1654,1014,1193,340,33,15,False,misc,False,False,True
inv-0019,2338,1654,95,1340,279,24,19,False,misc,False,False,True
inv-0019,2338,1654,933,1334,75,23,4,False,misc,False,False,True
inv-0019,2338,1654,1086,1338,30,12,2,False,misc,False,False,True
inv-0019,2338,1654,1281,1334,138,20,9,False,misc,False,False,True
inv-0019,2338,1654,879,1369,74,17,6,False,misc,False,False,True
inv-0019,2338,1654,1076,1375,1,9,1,False,misc,False,False,True
inv-0019,2338,1654,1179,1383,2,6,1,False,misc,False,False,True
inv-0019,2338,1654,1244,1366,213,20,18,False,misc,False,False,True
inv-0019,2338,1654,95,1433,357,25,25,False,misc,False,False,True
inv-0019,2338,1654,1279,1428,144,19,9,False,misc,False,False,True
inv-0019,2338,1654,833,1461,120,33,6,False,misc,False,False,True
inv-0019,2338,1654,1244,1460,213,20,18,False,misc,False,False,True
inv-0019,2338,1654,96,1526,157,19,11,False,misc,False,False,True
inv-0019,2338,1654,1272,1519,157,19,10,False,misc,False,False,True
inv-0019,2338,1654,880,1558,74,14,7,False,misc,False,False,True
inv-0019,2338,1654,1245,1552,213,19,18,False,misc,False,False,True
inv-0019,2338,1654,884,1907,30,37,1,False,misc,False,False,True
inv-0019,2338,1654,1074,1910,145,61,4,False,misc,False,False,True
inv-0020,1653,2339,1642,64,582,15,45,False,misc,False,False,False
inv-0020,1653,2339,84,85,806,32,42,False,doc_id,False,False,False
inv-0020,1653,2339,1058,84,1,9,1,False,misc,False,False,False
inv-0020,1653,2339,1641,80,584,31,57,False,misc,False,False,False
inv-0020,1653,2339,84,126,348,29,19,False,doc_id,False,False,False
inv-0020,1653,2339,1120,151,2,5,1,False,misc,False,False,False
inv-0020,1653,2339,79,159,1197,28,105,False,info,False,False,False
inv-0020,1653,2339,78,186,500,21,43,False,info,False,False,False
inv-0020,1653,2339,79,211,356,17,35,False,info,False,False,False
inv-0020,1653,2339,79,235,258,45,43,False,info,False,False,False
inv-0020,1653,2339,904,272,1,9,1,False,misc,False,False,False
inv-0020,1653,2339,1056,250,1,11,1,False,info,False,False,False
inv-0020,1653,2339,78,285,360,19,26,False,info,False,False,False
inv-0020,1653,2339,78,309,258,19,24,False,info,False,False,False
inv-0020,1653,2339,77,334,498,20,43,False,info,False,False,False
inv-0020,1653,2339,78,358,372,18,28,False,info,False,False,False
inv-0020,1653,2339,78,382,410,19,34,False,info,False,False,False
inv-0020,1653,2339,78,406,676,22,57,False,info,False,False,False
inv-0020,1653,2339,76,727,256,39,40,False,misc,False,False,False
inv-0020,1653,2339,522,717,17,24,1,False,misc,False,False,False
inv-0020,1653,2339,615,752,108,14,9,False,misc,False,False,False
inv-0020,1653,2339,882,733,301,39,34,False,misc,False,False,False
inv-0020,1653,2339,1226,711,99,58,9,False,misc,False,False,False
inv-0020,1653,2339,1382,757,117,14,7,False,misc,False,False,False
inv-0020,1653,2339,474,773,57,14,8,False,misc,False,False,False
inv-0020,1653,2339,726,775,40,13,4,False,misc,False,False,False
inv-0020,1653,2339,1240,778,58,14,5,False,misc,False,False,False
inv-0020,1653,2339,1484,780,44,13,4,False,misc,False,False,False
inv-0020,1653,2339,613,799,211,35,25,False,misc,False,False,False
inv-0020,1653,2339,869,815,1,8,1,False,misc,False,False,False
inv-0020,1653,2339,1054,831,1,10,1,False,misc,False,False,False
inv-0020,1653,2339,1381,805,220,34,27,False,misc,False,False,False
inv-0020,1653,2339,76,859,322,18,25,False,misc,False,False,False
inv-0020,1653,2339,76,882,221,14,19,False,misc,False,False,False
inv-0020,1653,2339,473,905,58,13,7,False,misc,False,False,False
inv-0020,1653,2339,721,906,44,14,5,False,misc,False,False,False
inv-0020,1653,2339,1167,911,274,13,22,False,misc,False,False,False
inv-0020,1653,2339,1153,926,301,13,28,False,misc,False,False,False
inv-0020,1653,2339,1144,1217,3,5,1,False,misc,False,False,False
inv-0020,1653,2339,1472,1219,4,3,1,False,misc,False,False,False
inv-0020,1653,2339,1520,1228,3,3,1,False,misc,False,False,False
inv-0020,1653,2339,1629,1227,3,3,1,False,misc,False,False,False
inv-0021,2338,1654,436,88,11,11,1,False,misc,True,False,False
inv-0021,2338,1654,97,119,6,27,1,False,misc,True,False,False
inv-0021,2338,1654,150,109,26,16,2,False,misc,True,False,False
inv-0021,2338,1654,328,126,2,8,1,False,misc,True,False,False
inv-0021,2338,1654,401,123,28,10,2,False,misc,True,False,False
inv-0021,2338,1654,306,108,58,2,2,False,misc,True,False,False
inv-0021,2338,1654,476,482,687,45,24,False,doc_id,False,True,False
inv-0021,2338,1654,99,573,127,25,10,False,info,False,True,False
inv-0021,2338,1654,333,575,1113,29,76,False,info,False,True,False
inv-0021,2338,1654,334,605,378,21,27,False,info,False,True,False
inv-0021,2338,1654,99,668,186,25,15,False,info,False,True,False
inv-0021,2338,1654,333,670,463,27,32,False,info,False,True,False
inv-0021,2338,1654,332,700,798,27,56,False,info,False,True,False
inv-0021,2338,1654,98,758,122,24,9,False,info,False,True,False
inv-0021,2338,1654,332,760,1188,32,81,False,info,False,True,False
inv-0021,2338,1654,332,791,1073,30,76,False,info,False,True,False
inv-0021,2338,1654,1267,984,74,19,7,False,total,False,False,True
inv-0021,2338,1654,1448,985,96,23,7,False,total,False,False,True
inv-0021,2338,1654,1126,1016,215,24,14,False,total,False,False,True
inv-0021,2338,1654,1449,1018,95,23,7,False,total,False,False,True
inv-0021,2338,1654,1153,1049,188,20,14,False,total,False,False,True
inv-0021,2338,1654,1448,1052,96,22,7,False,total,False,False,True
inv-0021,2338,1654,96,1074,534,28,36,False,verif,False,False,True
inv-0021,2338,1654,96,1108,691,28,45,False,verif,False,False,True
inv-0021,2338,1654,100,1202,643,36,23,False,misc,False,False,True
inv-0021,2338,1654,1014,1208,341,34,14,False,misc,False,False,True
inv-0021,2338,1654,93,1343,279,26,18,False,misc,False,False,True
inv-0021,2338,1654,948,1342,81,25,4,False,misc,False,False,True
inv-0021,2338,1654,1281,1352,136,20,9,False,misc,False,False,True
inv-0021,2338,1654,877,1384,73,16,7,False,misc,False,False,True
inv-0021,2338,1654,1242,1385,213,19,18,False,misc,False,False,True
inv-0021,2338,1654,93,1437,357,27,25,False,misc,False,False,True
inv-0021,2338,1654,935,1416,125,52,2,False,misc,False,False,True
inv-0021,2338,1654,1113,1434,2,14,1,False,misc,False,False,True
inv-0021,2338,1654,1276,1446,144,20,9,False,misc,False,False,True
inv-0021,2338,1654,909,1480,41,11,4,False,misc,False,False,True
inv-0021,2338,1654,1242,1478,212,19,18,False,misc,False,False,True
inv-0021,2338,1654,92,1528,157,20,11,False,misc,False,False,True
inv-0021,2338,1654,1269,1536,156,20,10,False,misc,False,False,True
inv-0021,2338,1654,876,1570,73,15,7,False,misc,False,False,True
inv-0021,2338,1654,1241,1569,213,19,18,False,misc,False,False,True
inv-0021,2338,1654,1015,1930,32,38,1,False,misc,False,False,True
inv-0021,2338,1654,1175,1917,144,80,4,False,misc,False,False,True
inv-0022,2338,1654,178,98,7,5,1,False,misc,True,False,False
inv-0022,2338,1654,309,94,59,13,4,False,misc,True,False,False
inv-0022,2338,1654,437,78,13,11,1,False,misc,True,False,False
inv-0022,2338,1654,108,107,2,10,1,False,misc,True,False,False
inv-0022,2338,1654,304,115,6,5,1,False,misc,True,False,False
inv-0022,2338,1654,429,112,2,8,1,False,misc,True,False,False
inv-0022,2338,1654,476,470,688,47,24,False,doc_id,False,True,False
inv-0022,2338,1654,99,561,128,24,10,False,info,False,True,False
inv-0022,2338,1654,334,563,1111,52,103,False,info,False,True,False
inv-0022,2338,1654,98,656,186,25,15,False,info,False,True,False
inv-0022,2338,1654,333,658,462,28,32,False,info,False,True,False
inv-0022,2338,1654,333,688,797,29,56,False,info,False,True,False
inv-0022,2338,1654,97,747,123,24,9,False,info,False,True,False
inv-0022,2338,1654,332,749,1187,63,157,False,info,False,True,False
inv-0022,2338,1654,1265,974,74,19,7,False,total,False,False,True
inv-0022,2338,1654,1447,976,97,23,7,False,total,False,False,True
inv-0022,2338,1654,1125,1006,213,24,14,False,total,False,False,True
inv-0022,2338,1654,1447,1009,96,23,7,False,total,False,False,True
inv-0022,2338,1654,93,1062,535,29,36,False,verif,False,False,True
inv-0022,2338,1654,1151,1039,187,20,14,False,total,False,False,True
inv-0022,2338,1654,1446,1042,97,23,7,False,total,False,False,True
inv-0022,2338,1654,92,1096,715,29,47,False,verif,False,False,True
inv-0022,2338,1654,97,1191,644,37,23,False,misc,False,False,True
inv-0022,2338,1654,1012,1199,340,34,14,False,misc,False,False,True
inv-0022,2338,1654,897,1306,5,4,1,False,misc,False,False,True
inv-0022,2338,1654,1031,1307,7,5,1,False,misc,False,False,True
inv-0022,2338,1654,90,1331,281,25,19,False,misc,False,False,True
inv-0022,2338,1654,895,1317,111,29,3,False,misc,False,False,True
inv-0022,2338,1654,1278,1342,137,19,9,False,misc,False,False,True
inv-0022,2338,1654,874,1374,73,14,7,False,misc,False,False,True
inv-0022,2338,1654,1240,1374,213,19,18,False,misc,False,False,True
inv-0022,2338,1654,741,1406,12,4,1,False,misc,False,False,True
inv-0022,2338,1654,1188,1402,3,15,1,False,misc,False,False,True
inv-0022,2338,1654,89,1424,358,27,25,False,misc,False,False,True
inv-0022,2338,1654,943,1417,132,39,7,False,misc,False,False,True
inv-0022,2338,1654,1274,1435,143,21,9,False,misc,False,False,True
inv-0022,2338,1654,873,1466,73,17,7,False,misc,False,False,True
inv-0022,2338,1654,1026,1489,4,7,1,False,misc,False,False,True
inv-0022,2338,1654,1153,1482,2,10,1,False,misc,False,False,True
inv-0022,2338,1654,1240,1468,211,19,18,False,misc,False,False,True
inv-0022,2338,1654,88,1516,159,20,11,False,misc,False,False,True
inv-0022,2338,1654,786,1516,17,13,1,False,misc,False,False,True
inv-0022,2338,1654,1266,1526,156,21,10,False,misc,False,False,True
inv-0022,2338,1654,873,1559,73,15,7,False,misc,False,False,True
inv-0022,2338,1654,1239,1560,211,18,18,False,misc,False,False,True
inv-0023,2338,1654,1420,253,95,38,4,False,misc,False,False,False
inv-0023,2338,1654,1298,292,33,4,2,False,misc,False,True,False
inv-0023,2338,1654,120,312,854,35,39,False,doc_id,False,True,False
inv-0023,2338,1654,1349,316,273,34,2,False,misc,False,True,False
inv-0023,2338,1654,116,389,1072,54,133,False,info,False,True,False
inv-0023,2338,1654,1282,397,188,32,4,False,misc,False,True,False
inv-0023,2338,1654,1552,367,50,40,1,False,misc,False,True,False
inv-0023,2338,1654,116,464,1115,51,120,False,info,False,True,False
inv-0023,2338,1654,1274,461,42,57,3,False,misc,False,True,False
inv-0023,2338,1654,115,539,1048,52,123,False,info,False,True,False
inv-0023,2338,1654,1240,520,70,77,6,False,info,False,True,False
inv-0023,2338,1654,113,614,538,24,39,False,info,False,True,False
inv-0023,2338,1654,1221,598,19,27,2,False,info,False,True,False
inv-0023,2338,1654,990,1528,69,17,7,False,total,False,False,True
inv-0023,2338,1654,1139,1528,97,20,8,False,total,False,False,True
inv-0023,2338,1654,861,1559,198,21,14,False,total,False,False,True
inv-0023,2338,1654,1150,1559,87,20,7,False,total,False,False,True
inv-0023,2338,1654,886,1589,172,18,14,False,total,False,False,True
inv-0023,2338,1654,1139,1589,97,21,8,False,total,False,False,True
inv-0023,2338,1654,108,1619,510,23,38,False,verif,False,False,True
inv-0023,2338,1654,106,1650,736,23,52,False,verif,False,False,True
inv-0023,2338,1654,108,1714,239,33,15,False,misc,False,False,True
inv-0023,2338,1654,392,1723,504,24,31,False,misc,False,False,True
inv-0023,2338,1654,1063,1715,189,30,18,False,misc,False,False,True
inv-0023,2338,1654,1295,1715,23,16,4,False,misc,False,False,True
inv-0023,2338,1654,54,1751,820,358,172,False,misc,False,False,True
inv-0023,2338,1654,893,1888,1,8,1,False,misc,False,False,True
inv-0023,2338,1654,948,1750,62,13,2,False,misc,False,False,True
inv-0023,2338,1654,1055,1750,284,62,45,False,misc,False,False,True
inv-0023,2338,1654,55,2124,60,48,12,False,misc,False,False,True
inv-0023,2338,1654,241,2111,13,7,2,False,misc,False,False,True
inv-0023,2338,1654,308,2110,53,31,3,False,misc,False,False,True
inv-0023,2338,1654,629,2111,97,61,1,False,misc,False,False,True
inv-0023,2338,1654,55,2191,68,16,7,False,misc,False,False,True
inv-0023,2338,1654,303,2176,199,35,5,False,misc,False,False,True
inv-0023,2338,1654,630,2183,76,23,2,False,misc,False,False,True
inv-0023,2338,1654,181,2217,5,6,1,False,misc,False,False,True
inv-0023,2338,1654,56,2226,30,13,5,False,misc,False,False,True
inv-0023,2338,1654,187,2226,299,25,10,False,misc,False,False,True
inv-0024,2337,1653,680,23,570,70,19,False,misc,False,False,False
inv-0024,2337,1653,1423,111,61,28,1,False,misc,False,False,False
inv-0024,2337,1653,94,339,743,38,30,False,doc_id,False,True,False
inv-0024,2337,1653,92,423,128,23,9,False,info,False,True,False
inv-0024,2337,1653,274,424,1091,29,72,False,info,False,True,False
inv-0024,2337,1653,92,454,445,27,29,False,info,False,True,False
inv-0024,2337,1653,92,504,134,24,9,False,info,False,True,False
inv-0024,2337,1653,274,504,1132,29,71,False,info,False,True,False
inv-0024,2337,1653,91,535,124,25,12,False,info,False,True,False
inv-0024,2337,1653,274,537,648,26,42,False,info,False,True,False
inv-0024,2337,1653,90,584,134,21,11,False,info,False,True,False
inv-0024,2337,1653,274,585,758,27,51,False,info,False,True,False
inv-0024,2337,1653,1120,773,76,20,7,False,total,False,False,True
inv-0024,2337,1653,1274,774,129,25,9,False,total,False,False,True
inv-0024,2337,1653,978,806,218,25,14,False,total,False,False,True
inv-0024,2337,1653,1287,808,116,24,8,False,total,False,False,True
inv-0024,2337,1653,1006,840,190,21,14,False,total,False,False,True
inv-0024,2337,1653,1274,842,128,24,9,False,total,False,False,True
inv-0024,2337,1653,90,871,567,26,39,False,verif,False,False,True
inv-0024,2337,1653,88,904,923,26,58,False,verif,False,False,True
inv-0024,2337,1653,89,952,839,26,57,False,misc,False,False,True
inv-0024,2337,1653,88,981,1216,29,82,False,misc,False,False,True
inv-0024,2337,1653,88,1011,1253,28,84,False,misc,False,False,True
inv-0024,2337,1653,89,1046,111,20,9,False,misc,False,False,True
inv-0024,2337,1653,88,1150,176,25,12,False,misc,False,False,True
inv-0024,2337,1653,570,1150,40,22,1,False,misc,False,False,True
inv-0024,2337,1653,676,1154,138,18,11,False,misc,False,False,True
inv-0024,2337,1653,868,1153,126,24,9,False,misc,False,False,True
inv-0024,2337,1653,1265,1156,144,21,10,False,misc,False,False,True
inv-0024,2337,1653,194,1179,346,175,27,False,misc,False,False,True
inv-0024,2337,1653,697,1211,265,104,38,False,misc,False,False,True
inv-0024,2337,1653,1093,1182,44,33,1,False,misc,False,False,True
inv-0024,2337,1653,1193,1178,352,105,40,False,misc,False,False,True
inv-0024,2337,1653,212,1355,16,23,1,False,misc,False,False,True
inv-0024,2337,1653,457,1355,36,26,4,False,misc,False,False,True
inv-0024,2337,1653,210,1380,62,58,5,False,misc,False,False,True
inv-0024,2337,1653,412,1381,74,60,4,False,misc,False,False,True
inv-0024,2337,1653,237,1440,174,25,9,False,misc,False,False,True
inv-0024,2337,1653,315,1471,69,9,3,False,misc,False,False,True
inv-0024,2337,1653,936,1976,323,57,7,False,misc,False,False,True
inv-0024,2337,1653,1365,1987,256,38,6,False,misc,False,False,True
inv-0024,2337,1653,1008,2073,259,89,4,False,misc,False,False,True
inv-0024,2337,1653,342,1313,17,33,1,False,misc,False,False,True
inv-0025,2337,1653,839,23,36,29,1,False,misc,True,False,False
inv-0025,2337,1653,950,23,7,3,1,False,misc,True,False,False
inv-0025,2337,1653,712,35,474,81,16,False,misc,False,False,False
inv-0025,2337,1653,118,355,826,41,34,False,doc_id,False,True,False
inv-0025,2337,1653,115,441,167,56,22,False,info,False,True,False
inv-0025,2337,1653,333,444,1071,60,126,False,info,False,True,False
inv-0025,2337,1653,115,521,133,24,10,False,info,False,True,False
inv-0025,2337,1653,333,524,1078,31,72,False,info,False,True,False
inv-0025,2337,1653,331,558,304,23,21,False,info,False,True,False
inv-0025,2337,1653,115,584,1334,34,88,False,info,False,True,False
inv-0025,2337,1653,332,620,145,17,8,False,info,False,True,False
inv-0025,2337,1653,114,658,126,19,9,False,info,False,True,False
inv-0025,2337,1653,333,661,873,27,60,False,info,False,True,False
inv-0025,2337,1653,1182,850,75,19,7,False,total,False,False,True
inv-0025,2337,1653,1309,851,149,23,10,False,total,False,False,True
inv-0025,2337,1653,1038,881,218,23,14,False,total,False,False,True
inv-0025,2337,1653,1331,883,127,23,9,False,total,False,False,True
inv-0025,2337,1653,112,936,587,29,39,False,verif,False,False,True
inv-0025,2337,1653,1067,913,189,20,14,False,total,False,False,True
inv-0025,2337,1653,1309,915,149,23,10,False,total,False,False,True
inv-0025,2337,1653,112,969,1036,31,66,False,verif,False,False,True
inv-0025,2337,1653,112,1017,380,23,25,False,misc,False,False,True
inv-0025,2337,1653,112,1047,836,30,58,False,misc,False,False,True
inv-0025,2337,1653,111,1077,1260,59,168,False,misc,False,False,True
inv-0025,2337,1653,112,1140,103,20,8,False,misc,False,False,True
inv-0025,2337,1653,653,1148,4,3,1,False,misc,False,False,True
inv-0025,2337,1653,616,1160,70,18,3,False,misc,False,False,True
inv-0025,2337,1653,1252,1175,72,8,3,False,misc,False,False,True
inv-0025,2337,1653,111,1242,173,24,12,False,misc,False,False,True
inv-0025,2337,1653,549,1186,99,79,4,False,misc,False,False,True
inv-0025,2337,1653,720,1237,342,94,11,False,misc,False,False,True
inv-0025,2337,1653,1150,1231,60,34,3,False,misc,False,False,True
inv-0025,2337,1653,1266,1192,194,82,12,False,misc,False,False,True
inv-0025,2337,1653,663,1330,311,86,40,False,misc,False,False,True
inv-0025,2337,1653,683,1415,12,9,1,False,misc,False,False,True
inv-0025,2337,1653,948,1420,4,3,1,False,misc,False,False,True
inv-0025,2337,1653,690,1426,8,6,1,False,misc,False,False,True
inv-0025,2337,1653,940,1429,9,3,1,False,misc,False,False,True
inv-0025,2337,1653,690,1440,19,19,1,False,misc,False,False,True
inv-0025,2337,1653,933,1435,14,19,2,False,misc,False,False,True
inv-0025,2337,1653,703,1458,234,68,14,False,misc,False,False,True
inv-0025,2337,1653,976,1890,222,48,8,False,misc,False,False,True
inv-0025,2337,1653,1343,1898,211,40,5,False,misc,False,False,True
inv-0025,2337,1653,971,1984,182,56,6,False,misc,False,False,True
inv-0025,2337,1653,1025,2067,102,41,3,False,misc,False,False,True
inv-0025,2337,1653,1257,2101,39,24,2,False,misc,False,False,True
inv-0025,2337,1653,798,1242,32,24,4,False,misc,False,False,True
inv-0025,2337,1653,515,1273,33,23,4,False,misc,False,False,True
inv-0025,2337,1653,696,1274,59,56,2,False,misc,False,False,True
inv-0025,2337,1653,1129,1277,16,31,2,False,misc,False,False,True
inv-0025,2337,1653,807,1515,21,12,2,False,misc,False,False,True
inv-0026,2337,1653,708,43,508,80,11,False,misc,False,False,False
inv-0026,2337,1653,119,365,827,40,34,False,doc_id,False,True,False
inv-0026,2337,1653,116,448,168,56,22,False,info,False,True,False
inv-0026,2337,1653,333,451,1072,61,127,False,info,False,True,False
inv-0026,2337,1653,116,528,134,23,11,False,info,False,True,False
inv-0026,2337,1653,333,531,1137,30,75,False,info,False,True,False
inv-0026,2337,1653,333,564,244,22,17,False,info,False,True,False
inv-0026,2337,1653,116,590,1334,35,88,False,info,False,True,False
inv-0026,2337,1653,331,627,146,24,10,False,info,False,True,False
inv-0026,2337,1653,115,680,126,19,9,False,info,False,True,False
inv-0026,2337,1653,332,683,874,27,60,False,info,False,True,False
inv-0026,2337,1653,1184,817,76,19,7,False,total,False,False,True
inv-0026,2337,1653,1312,818,149,23,10,False,total,False,False,True
inv-0026,2337,1653,1040,848,220,24,14,False,total,False,False,True
inv-0026,2337,1653,1333,850,128,24,9,False,total,False,False,True
inv-0026,2337,1653,1069,881,191,19,14,False,total,False,False,True
inv-0026,2337,1653,1312,882,149,23,10,False,total,False,False,True
inv-0026,2337,1653,114,904,588,27,40,False,verif,False,False,True
inv-0026,2337,1653,114,937,1120,30,71,False,verif,False,False,True
inv-0026,2337,1653,113,984,382,24,25,False,misc,False,False,True
inv-0026,2337,1653,113,1014,837,30,58,False,misc,False,False,True
inv-0026,2337,1653,113,1044,1261,58,168,False,misc,False,False,True
inv-0026,2337,1653,114,1107,103,19,8,False,misc,False,False,True
inv-0026,2337,1653,113,1209,173,23,12,False,misc,False,False,True
inv-0026,2337,1653,610,1154,281,83,5,False,misc,False,False,True
inv-0026,2337,1653,941,1216,124,24,8,False,misc,False,False,True
inv-0026,2337,1653,1136,1157,112,83,3,False,misc,False,False,True
inv-0026,2337,1653,1307,1220,156,21,11,False,misc,False,False,True
inv-0026,2337,1653,562,1240,45,79,3,False,misc,False,False,True
inv-0026,2337,1653,609,1240,288,89,32,False,misc,False,False,True
inv-0026,2337,1653,1150,1244,3,5,1,False,misc,False,False,True
inv-0026,2337,1653,630,1339,11,22,2,False,misc,False,False,True
inv-0026,2337,1653,884,1345,3,18,2,False,misc,False,False,True
inv-0026,2337,1653,636,1362,246,97,6,False,misc,False,False,True
inv-0026,2337,1653,941,1908,237,50,9,False,misc,False,False,True
inv-0026,2337,1653,1347,1912,205,37,7,False,misc,False,False,True
inv-0026,2337,1653,943,1986,195,55,3,False,misc,False,False,True
inv-0026,2337,1653,953,2051,201,59,5,False,misc,False,False,True
inv-0026,2337,1653,654,1140,28,5,2,False,misc,False,False,True
inv-0027,1653,2338,115,123,634,37,30,False,doc_id,False,False,False
inv-0027,1653,2338,1601,109,187,30,10,False,misc,False,False,False
inv-0027,1653,2338,1729,112,511,39,62,False,misc,False,False,False
inv-0027,1653,2338,114,165,349,30,18,False,doc_id,False,False,False
inv-0027,1653,2338,109,202,284,22,19,False,info,False,False,False
inv-0027,1653,2338,107,227,769,43,87,False,info,False,False,False
inv-0027,1653,2338,108,274,266,21,21,False,info,False,False,False
inv-0027,1653,2338,107,298,258,21,15,False,info,False,False,False
inv-0027,1653,2338,108,321,342,22,18,False,info,False,False,False
inv-0027,1653,2338,107,345,290,19,22,False,info,False,False,False
inv-0027,1653,2338,106,369,534,25,39,False,info,False,False,False
inv-0027,1653,2338,106,393,370,21,27,False,info,False,False,False
inv-0027,1653,2338,106,417,416,24,32,False,info,False,False,False
inv-0027,1653,2338,106,442,680,29,49,False,info,False,False,False
inv-0027,1653,2338,99,827,256,41,37,False,misc,False,False,False
inv-0027,1653,2338,476,830,43,42,2,False,misc,False,False,False
inv-0027,1653,2338,635,856,111,18,6,False,misc,False,False,False
inv-0027,1653,2338,901,840,256,42,25,False,misc,False,False,False
inv-0027,1653,2338,1397,870,116,16,7,False,misc,False,False,False
